21 75
0 5.543184 8.183934 392.7956509091561
1 3.672631 2.249056 404.3562305816191
2 2.885278 6.251168 186.37914695896842
3 8.407612 7.697952 264.26494170793535
4 2.162493 5.804814 209.2507200668055
5 6.049972 1.640771 380.7980034261127
6 6.500048 4.267030 240.65838470870966
7 0.709131 5.543639 344.7604207691859
8 1.611830 8.187175 124.01208605475749
9 4.783372 7.279605 198.77644699032018
10 4.616279 8.546073 156.0518513974269
11 2.397572 8.506533 94.42435225876095
12 1.502153 0.891570 101.41868716520659
13 2.425159 3.477235 210.07172368804666
14 5.794975 0.778829 534.8474847607249
15 6.497045 1.338159 57.86114105628184
16 8.962763 0.169676 277.1762598423656
17 3.587215 1.848041 259.1466317479406
18 6.420844 1.994827 81.53868550669657
19 9.545993 8.583337 317.63033109006165
20 7.799641 5.595965 538.9388892672735
1 0.224108 4.299688 8.06192192689028 31.0
2 9.862995 0.933239 8.305717094348466 119.0
3 9.843327 1.474825 13.437262425450768 79.0
4 9.120414 4.626699 12.532669643856446 42.0
5 8.754430 3.736694 14.764071634222347 91.0
6 3.172772 1.152002 6.264822789068529 27.0
7 2.243226 4.674925 11.610885589581395 27.0
8 2.043573 4.668385 5.477145054139441 93.0
9 8.152159 7.838548 7.8175427241067394 77.0
10 5.447214 4.649204 10.358480323204 27.0
11 9.176707 4.409977 12.032014753189728 49.0
12 4.818880 2.763923 14.478060932915204 34.0
13 6.258018 1.239725 10.014583430292998 38.0
14 4.758750 5.804011 7.34478882317584 49.0
15 9.823062 2.558390 7.183139610745753 76.0
16 1.399976 0.047170 11.427453169153104 46.0
17 6.858078 1.262971 12.61554726375941 42.0
18 0.980409 6.701405 9.889906084251908 53.0
19 2.737795 0.100823 12.495545270353142 124.0
20 1.328104 1.492226 11.828013888010869 50.0
21 3.837517 4.500876 13.295057394978457 49.0
22 2.644228 6.080743 11.58734122841082 32.0
23 9.175800 4.687801 11.03440594187958 62.0
24 0.749128 7.327959 14.4425710962447 115.0
25 2.526349 6.196343 7.502221174456122 114.0
26 1.977164 1.703056 5.282135542013159 60.0
27 0.606320 6.796044 10.336419738550394 87.0
28 4.466979 6.864337 6.528153528738251 16.0
29 8.035769 9.225729 12.416525873222053 79.0
30 2.668348 7.858831 6.578027515792196 42.0
31 1.784119 4.068324 8.524818246437514 23.0
32 7.906000 8.642197 6.193566135251583 68.0
33 5.331294 8.886409 12.44053380818963 33.0
34 5.343602 8.069090 10.404438183719744 82.0
35 8.987232 6.671706 12.354918485032586 78.0
36 9.561315 2.824749 7.321526034440559 76.0
37 1.172582 2.205543 10.999994852477254 77.0
38 8.905492 0.348382 10.052449617303871 113.0
39 6.893344 9.654621 8.871761586697442 109.0
40 7.676341 9.419693 12.838496999505018 86.0
41 5.850963 9.653505 14.118454868383463 84.0
42 1.122750 6.457283 8.475911334629956 108.0
43 6.449549 5.589729 6.321741681610663 27.0
44 3.321620 4.485318 8.126691461454973 42.0
45 4.815457 5.989968 9.6784153296826 34.0
46 2.344148 6.599576 9.525213920237185 122.0
47 0.058292 0.250148 13.822677323393322 124.0
48 5.241773 5.389586 9.318663557493323 76.0
49 9.136557 0.585375 6.282483778102962 95.0
50 3.458676 8.123790 8.901896511534087 25.0
51 7.257081 3.019991 13.616436164427254 62.0
52 0.948539 8.429663 14.98723513962494 122.0
53 5.225534 9.854031 12.785879615896599 72.0
54 8.778044 2.118878 9.559126726553536 88.0
55 9.508651 6.454386 7.410916957808995 55.0
56 1.538572 5.359615 9.353152803218062 57.0
57 6.107891 2.661321 5.598836837139089 32.0
58 1.816897 2.557439 9.322325494421856 98.0
59 8.251050 5.138518 5.509751630412515 89.0
60 7.042757 3.066507 7.798174142509449 67.0
61 1.128486 9.386905 9.936780459022193 90.0
62 9.666083 1.186778 14.577008949806359 63.0
63 9.637053 4.907856 10.408891489790685 77.0
64 6.576364 8.773611 13.7060653791542 115.0
65 5.493230 0.035039 14.669707850197893 61.0
66 6.897401 2.750311 12.908452561040525 73.0
67 3.055030 7.845939 8.806918725306815 95.0
68 1.179974 8.280565 10.222875622611713 130.0
69 7.699970 9.958018 13.022657727532206 52.0
70 0.399443 7.208622 8.13362427190258 133.0
71 6.412404 1.938015 14.060131725459394 70.0
72 2.568236 2.520294 14.394741426286702 78.0
73 4.599336 4.385134 6.022701361830705 70.0
74 5.077734 2.850386 12.17887017045276 94.0
75 9.523651 2.120491 10.359516542014326 51.0
