21 100
0 9.108805 8.506053 717.9731584125244
1 5.787008 2.694830 327.48519175244803
2 1.574517 4.493004 642.2020190505091
3 0.639414 7.903339 350.6260142586288
4 4.054404 1.622223 497.13353378921147
5 7.876116 3.028516 718.1983799649902
6 5.687363 3.943202 558.7287375735036
7 6.606981 1.999657 689.5424133223354
8 1.250990 9.508474 85.22487239692464
9 4.907576 2.677524 585.3989579215597
10 5.984809 5.356684 700.4544104590547
11 9.183703 7.690943 640.7997048304634
12 4.637065 6.006107 326.7542156752759
13 2.153834 3.578014 478.2557695396192
14 4.059220 4.907876 558.6753794416932
15 7.157455 3.168025 255.13296785807333
16 3.413930 2.944463 519.7147286740334
17 5.862855 4.988447 428.77863064613496
18 7.437467 6.502269 94.09900927390403
19 2.891786 1.491871 601.8662213070216
20 8.124492 0.767902 85.03753777948782
1 4.520387 3.811855 5.7299429944809175 49.0
2 4.711105 1.127368 7.05023064012863 98.0
3 5.811513 5.962094 14.778969241294767 80.0
4 0.635842 0.719089 6.412213359286274 91.0
5 8.639619 6.620651 12.148192913728051 51.0
6 6.075773 7.823321 7.662715131202226 58.0
7 4.311594 0.712838 8.84840336812331 122.0
8 3.829429 6.465428 13.06481464914865 87.0
9 4.290851 7.888649 12.038573951169418 96.0
10 1.373304 1.448306 7.249746783749145 45.0
11 1.056674 4.787234 12.342087219482618 93.0
12 4.392769 6.919529 7.865306342997979 57.0
13 9.775681 1.830236 6.496137481309604 105.0
14 3.421797 2.667467 6.141329745582257 40.0
15 3.322106 1.546289 9.390542227957841 100.0
16 3.435369 7.842493 13.824682685152062 42.0
17 5.358145 8.146474 14.559667496310675 105.0
18 8.969861 1.169657 5.259868040082525 120.0
19 4.108568 9.605703 7.117328262583471 68.0
20 1.888746 2.748187 5.063000193284218 82.0
21 6.226354 7.964519 8.677331475857905 89.0
22 0.571508 0.537948 5.675769201029257 85.0
23 8.677356 4.400937 14.177925072877143 86.0
24 7.003376 2.968208 12.348462621215539 52.0
25 2.289585 8.376680 14.589647859779827 121.0
26 4.416513 3.346259 12.809787030683086 92.0
27 3.163914 8.809282 5.355907303933146 75.0
28 0.265788 2.939595 5.435376081510864 73.0
29 0.639518 3.687585 10.025260881203838 49.0
30 5.607062 3.961624 10.223805299179576 60.0
31 5.233874 9.042431 7.2845487116190295 107.0
32 1.804117 0.592019 6.239203259160463 44.0
33 7.188904 0.773978 11.802917046878001 122.0
34 1.761676 1.297472 8.967138299258927 103.0
35 0.379680 3.650423 6.998761505701742 114.0
36 4.045659 6.606034 5.073700190225855 39.0
37 1.614942 4.617167 13.402560247487239 22.0
38 7.143982 0.292298 14.020757049962622 70.0
39 9.018104 4.147357 8.669845603927593 79.0
40 3.260505 1.307689 9.316922086487445 43.0
41 2.524037 7.677019 11.395324585338416 103.0
42 4.653948 5.687951 6.248289338009922 70.0
43 6.486301 4.919736 14.965799645402173 77.0
44 8.627546 7.125819 10.349706734666317 18.0
45 8.607321 4.234608 8.789061166551871 63.0
46 1.087443 3.841195 12.447132320781758 67.0
47 3.277038 2.891560 8.321374642174593 27.0
48 4.433214 0.465943 11.072703059340832 104.0
49 3.665538 6.194891 13.378876744331317 76.0
50 1.763415 4.045218 7.7884504545192055 65.0
51 9.845313 5.809074 12.013928208954944 74.0
52 0.651252 1.460255 7.980377183686795 77.0
53 0.426242 7.795234 11.499338153897337 47.0
54 1.752553 9.444346 11.654286815947472 68.0
55 1.942591 5.013058 9.055344219959057 66.0
56 0.752035 4.466629 11.376513831378984 57.0
57 2.690077 5.405983 6.833040424772814 68.0
58 0.154580 9.176379 7.63573306927409 144.0
59 0.325719 8.782126 9.53206476496787 113.0
60 6.302198 8.933040 8.909880472216031 82.0
61 3.016734 7.389641 13.543788813915954 38.0
62 2.774235 6.293772 6.071153183320992 38.0
63 0.281202 7.207449 14.104195353710256 57.0
64 6.759715 3.946740 8.555198582123435 72.0
65 3.402340 8.523130 8.719597179317375 100.0
66 7.991958 3.247653 5.413935631374835 64.0
67 4.332205 8.643210 5.314299276730374 88.0
68 4.707908 4.758447 9.337290244678707 25.0
69 6.438444 6.460461 6.532001878331872 25.0
70 4.202792 8.381036 11.044214709784136 49.0
71 1.473519 4.954827 9.768430168986425 86.0
72 2.847665 4.163596 8.96245428654898 78.0
73 0.360810 3.002245 14.439265485813905 62.0
74 3.339975 0.686530 13.684525120685645 118.0
75 1.784371 9.642173 9.827920311677097 33.0
76 9.619570 4.801105 12.603880135066108 51.0
77 7.031814 2.393805 11.671747402192644 45.0
78 1.094877 7.313016 9.386287982644108 76.0
79 9.601254 7.854592 5.050415292446909 10.0
80 1.259755 3.003594 12.599908907089203 82.0
81 6.377722 9.251713 7.355787624173878 53.0
82 6.251247 0.709927 14.550325035807973 133.0
83 7.894924 0.959155 10.083734414348022 76.0
84 5.468373 4.333368 9.986172195970184 18.0
85 7.419615 9.671166 11.036137805142335 98.0
86 2.714404 8.893135 13.12041018475424 54.0
87 4.625993 5.562068 10.44702024981429 27.0
88 3.056731 4.986803 14.644565615865766 59.0
89 8.564313 6.396706 10.682899176510006 69.0
90 5.673333 0.348684 14.772259433109241 97.0
91 6.038879 5.292902 6.6296940321825035 53.0
92 5.149789 3.070693 6.779579360409827 81.0
93 7.686707 6.244665 8.375330093684543 91.0
94 0.383708 7.287961 5.271090061424636 101.0
95 4.099257 1.643463 13.74925076409091 84.0
96 0.291554 0.476979 5.669878112243886 114.0
97 0.895177 6.542801 12.744890999109124 123.0
98 1.186906 8.790100 11.470504750243023 50.0
99 7.501955 6.655280 10.82350144136545 33.0
100 3.123468 4.921571 10.668611133011172 87.0
