21 75
0 9.121642 5.248830 491.30468470926905
1 0.192276 7.768221 347.6054619668598
2 0.337021 7.072119 453.9107392285568
3 9.263336 1.931877 422.20500123916605
4 9.799695 4.141786 478.89878294099736
5 0.745159 5.068200 191.83305396043562
6 2.479779 4.149438 133.83234560209468
7 0.702142 7.688040 504.67991745969863
8 7.726778 8.172715 182.59199831971958
9 8.672966 6.668953 126.99143876579824
10 0.995554 2.187538 332.60530798236766
11 0.708518 6.989871 250.67164691890662
12 6.844057 8.613938 483.9585951415778
13 9.939940 6.374405 81.52711921028657
14 9.849901 9.061583 162.8622388995245
15 1.623235 0.042177 401.1244873816861
16 6.829804 1.960256 500.36978738283153
17 7.114296 6.093140 424.28103653958874
18 3.892133 6.913991 109.8519216257273
19 0.234927 4.637292 88.618911123965
20 1.982191 2.714706 55.68343633064901
1 8.786730 1.349909 7.526769885744981 127.0
2 7.980080 9.488872 8.644668452762229 35.0
3 9.037949 5.706858 11.211806807086731 124.0
4 7.661586 7.710915 13.423730543160714 117.0
5 2.375811 8.657141 8.973046839454284 95.0
6 9.898453 3.084328 14.229073380481395 94.0
7 5.647012 6.742510 13.483980955559208 104.0
8 1.698267 5.586952 13.61339402465013 50.0
9 3.116915 1.548168 12.485125930106868 102.0
10 4.648535 4.740150 14.01773962209678 74.0
11 1.590344 1.478339 12.612420382143492 86.0
12 6.700406 8.704641 12.279944555870188 117.0
13 7.571479 0.592539 8.668149216146377 140.0
14 5.618632 7.806406 11.343073246969741 45.0
15 5.229830 7.600823 13.325406619463363 30.0
16 0.521112 4.016560 13.305582860652304 116.0
17 8.950733 8.501192 9.414519497504413 77.0
18 3.505432 7.988682 13.026073165265583 69.0
19 4.208050 1.167019 14.658919167373895 95.0
20 5.699596 6.583861 10.606618468933672 38.0
21 9.824159 5.598049 8.420306315548357 111.0
22 9.668189 5.471171 9.41346942176516 15.0
23 2.340559 1.366456 9.735346613496421 45.0
24 1.058123 5.457474 14.460133731344978 31.0
25 2.914623 5.706658 12.272861654248608 52.0
26 0.197624 4.504968 9.884171374698749 92.0
27 7.184997 6.898030 10.69758577783063 36.0
28 3.209608 4.756476 5.2548164865862965 52.0
29 7.490568 8.828240 12.882086480992715 83.0
30 2.562883 2.720399 10.60600995282619 117.0
31 6.429063 3.083995 8.012800045950828 93.0
32 6.736959 5.379796 6.447349928543549 62.0
33 1.585186 0.242391 13.753004884839648 116.0
34 3.368478 5.793236 5.230365157768158 78.0
35 1.409410 9.068074 5.759497260391914 55.0
36 2.377097 1.233569 5.739718814330659 49.0
37 4.666123 2.045286 6.326160456657551 107.0
38 6.704740 7.006682 6.154464447964986 88.0
39 3.411741 7.762863 14.240601292552524 47.0
40 2.464156 6.326365 8.020545204714516 103.0
41 3.469522 2.661780 11.688888859312431 57.0
42 0.831332 0.654519 6.2604504368706895 152.0
43 9.559809 4.040940 8.824289488231045 91.0
44 5.410995 7.050378 8.350705694015899 85.0
45 2.869180 7.973878 14.627628726868206 75.0
46 9.770776 9.298244 5.8438649010214325 84.0
47 1.057872 6.507735 10.508987913980338 85.0
48 4.678040 2.643059 13.688345820876357 55.0
49 6.750127 8.046517 5.0437640134973485 118.0
50 8.436295 8.159536 8.674189163024186 26.0
51 7.114591 0.813392 10.401942019796067 73.0
52 9.393105 1.780714 6.646341273212361 149.0
53 2.858678 6.097846 5.9947504743756586 73.0
54 8.787396 6.270419 11.633281720947775 43.0
55 3.860709 1.251552 11.818528259475062 76.0
56 2.596784 7.330230 6.741714095371087 95.0
57 3.913332 3.428116 14.328324224432551 69.0
58 7.984749 3.473141 9.207575004134036 52.0
59 7.469057 3.395744 9.183144505711484 110.0
60 0.523519 0.338237 6.137629172567548 129.0
61 1.369622 0.294295 11.861407808158187 45.0
62 9.636481 2.427494 9.80987465798511 48.0
63 6.802030 4.314520 5.891812041705235 38.0
64 5.070553 3.552157 12.841474026829008 87.0
65 2.361037 3.506848 7.346543097765153 76.0
66 1.711693 9.475629 6.684951700194479 47.0
67 4.320240 1.104799 12.268061531995308 78.0
68 1.256343 7.178917 11.37913896531347 60.0
69 7.202644 0.043739 7.451286692804384 68.0
70 3.449337 1.063353 8.360167440186476 125.0
71 1.295291 6.046120 5.092302731341174 71.0
72 8.393584 5.208622 8.727966697943312 36.0
73 9.474237 6.378333 7.18338150033329 62.0
74 8.681763 6.943293 8.885894257965921 65.0
75 9.774077 9.205282 14.204130484622613 47.0
