21 100
0 8.552642 7.731770 422.1252926316864
1 2.031648 3.851636 494.2997026284504
2 5.549801 5.537382 401.77863352855695
3 8.273210 8.189483 388.13016139118633
4 1.111998 5.886351 502.2544736892323
5 0.521035 3.761400 536.9123057442191
6 2.401821 0.681108 115.36064207851804
7 1.735640 4.325898 182.7718189527953
8 0.401754 8.356313 510.08607471463193
9 9.220134 6.591768 584.3377070995749
10 5.752250 4.272660 439.6650882659552
11 4.712605 0.671575 248.97262727392288
12 4.231813 6.890651 375.4169089851525
13 8.665808 6.421820 268.5820170089844
14 2.421940 7.218451 265.0178781010127
15 4.153589 4.453588 463.6656299089352
16 1.070087 9.703390 106.8520372359234
17 9.990970 9.343297 540.0176049667729
18 7.892874 1.102968 305.2284701893954
19 5.229647 8.413909 272.993762727073
20 4.864369 7.631469 151.95344188856217
1 9.095016 6.600009 7.676588976568542 70.0
2 1.957367 9.496770 8.681851939975685 110.0
3 4.956322 1.177501 7.592088856585024 48.0
4 6.088538 0.708572 9.354746798827493 72.0
5 5.450161 8.258571 13.09121640513622 51.0
6 1.281155 0.162766 6.771923030664574 154.0
7 8.930146 5.512968 14.092483103362236 102.0
8 7.053417 7.595954 8.929482812285508 31.0
9 1.934788 9.475357 9.684552415416581 56.0
10 4.814405 6.088377 10.664120250692175 23.0
11 3.928946 5.884492 6.554029928670956 41.0
12 5.791767 3.919916 8.091199281415527 62.0
13 5.227788 3.684641 10.703217927408293 48.0
14 5.022884 0.457436 8.02897298643256 99.0
15 2.098550 9.887253 9.420533211168891 73.0
16 8.088904 1.193566 12.480272116864931 67.0
17 6.487262 0.046271 14.533642669861672 137.0
18 0.690336 1.443584 6.607297799327622 132.0
19 1.223772 6.778874 13.419514341543744 32.0
20 2.152155 6.673933 9.806669136729962 106.0
21 5.037445 3.433311 14.600351402940621 35.0
22 6.836699 3.967590 12.720024666926388 58.0
23 8.946279 3.890116 10.513091962318574 130.0
24 1.563545 0.881067 11.165113477471941 107.0
25 3.365473 6.377949 6.831490697134672 23.0
26 6.969444 7.294419 5.412249836702237 39.0
27 2.262441 2.761211 14.86824552178589 86.0
28 1.214335 7.490229 6.254115122540771 48.0
29 6.445852 6.237219 9.451251567572216 97.0
30 7.947665 8.544402 11.673986140793115 62.0
31 6.124472 6.036569 6.288605326979705 24.0
32 9.737968 2.611734 9.111718424958681 138.0
33 6.082841 0.428304 12.141753769501108 109.0
34 4.055318 7.306612 9.19238002634993 79.0
35 7.207178 6.207473 13.755497350450774 87.0
36 3.980545 2.244623 14.463758737712544 67.0
37 9.640784 0.817244 5.77991605645677 152.0
38 6.212213 8.587063 11.615587171932576 59.0
39 4.707359 7.775758 6.696489229212941 56.0
40 9.468129 8.072832 13.916265084270416 135.0
41 4.153707 6.437573 5.271546263620862 40.0
42 5.367251 6.416148 13.561243112954616 35.0
43 9.198784 6.581586 11.44267782339109 86.0
44 3.906378 5.644636 11.361729782728649 53.0
45 2.818805 1.854043 13.13039150179187 120.0
46 4.189038 8.943277 14.166023550888779 82.0
47 7.890612 3.927006 6.593618446832393 94.0
48 1.555011 3.973452 11.991639195014226 59.0
49 4.355310 5.610329 13.642160606953997 79.0
50 1.280065 1.562488 11.48981263096721 142.0
51 1.817802 5.260610 12.545074124010828 93.0
52 3.807111 1.458586 12.792564748750259 67.0
53 6.077854 0.019325 11.125048298665481 106.0
54 0.045649 0.785213 14.87725386752152 85.0
55 7.795083 9.513778 8.928887091581288 61.0
56 8.858046 1.948790 7.039784615774036 104.0
57 5.951351 4.225297 13.789105631206368 47.0
58 8.364939 5.150136 14.17107853760409 90.0
59 0.806883 2.271316 5.168931022884292 92.0
60 0.794772 3.625687 12.927226222870214 125.0
61 4.125359 4.983810 14.193807446623644 33.0
62 2.568964 2.015971 9.541119973357118 63.0
63 8.910817 4.123975 5.62627602321932 71.0
64 5.989423 3.266127 6.307986734651195 88.0
65 9.734304 7.269488 7.603383468318432 78.0
66 4.828615 1.552105 8.975933358810893 85.0
67 2.530098 8.635727 6.720199024398008 57.0
68 3.010691 8.607952 6.364709813336949 68.0
69 8.655051 3.056340 8.872243990850789 119.0
70 9.393165 6.450134 9.18671606423404 99.0
71 2.570118 8.251210 6.522925053134855 36.0
72 8.398924 8.521469 11.483569170407055 14.0
73 2.476507 6.763863 12.523420030125221 80.0
74 3.671605 3.283390 5.021379580256192 81.0
75 9.035179 4.466377 10.868505734007375 120.0
76 6.909077 3.160538 11.15859555898802 113.0
